datetime,yaw,angular_velocity,linear_velocity 
19:56:29,14.186,0.001,6786.137 
19:56:35,14.192,0.001,6786.137 
19:56:40,14.197,0.001,6786.137 
19:56:45,14.187,-0.002,-13572.274 
19:56:50,14.192,0.001,6786.137 
19:56:56,14.186,-0.001,-6786.137 
19:57:01,14.191,0.001,6786.137 
19:57:06,14.196,0.001,6786.137 
19:57:11,14.201,0.001,6786.137 
19:57:16,14.206,0.001,6786.137 
19:57:22,14.218,0.002,13572.274 
19:57:28,14.212,-0.001,-6786.137 
19:57:34,14.218,0.001,6786.137 
19:57:39,14.228,0.002,13572.274 
19:57:44,14.238,0.002,13572.274 
19:57:50,14.262,0.004,27144.548 
19:57:56,14.268,0.001,6786.137 
19:58:01,14.278,0.002,13572.274 
19:58:06,14.283,0.001,6786.137 
19:58:12,14.289,0.001,6786.137 
19:58:17,14.279,-0.002,-13572.274 
19:58:24,14.265,-0.002,-13572.274 
19:58:30,14.271,0.001,6786.137 
19:58:35,14.291,0.004,27144.548 
19:58:41,14.297,0.001,6786.137 
19:58:48,14.304,0.001,6786.137 
19:58:53,14.329,0.005,33930.685 
19:58:59,14.317,-0.002,-13572.274 
19:59:04,14.322,0.001,6786.137 
19:59:10,14.328,0.001,6786.137 
19:59:16,14.316,-0.002,-13572.274 
19:59:23,14.323,0.001,6786.137 
19:59:28,14.338,0.003,20358.411 
19:59:33,14.343,0.001,6786.137 
19:59:39,14.349,0.001,6786.137 
19:59:44,14.334,-0.003,-20358.411 
19:59:50,14.316,-0.003,-20358.411 
19:59:56,14.322,0.001,6786.137 
20:00:01,14.332,0.002,13572.274 
20:00:07,14.32,-0.002,-13572.274 
20:00:14,14.327,0.001,6786.137 
20:00:20,14.309,-0.003,-20358.411 
20:00:27,14.295,-0.002,-13572.274 
20:00:33,14.313,0.003,20358.411 
20:00:39,14.337,0.004,27144.548 
20:00:46,14.33,-0.001,-6786.137 
20:00:51,14.345,0.003,20358.411 
20:00:58,14.366,0.003,20358.411 
20:01:05,14.345,-0.003,-20358.411 
20:01:10,14.33,-0.003,-20358.411 
20:01:15,14.335,0.001,6786.137 
20:01:21,14.359,0.004,27144.548 
20:01:28,14.387,0.004,27144.548 
20:01:34,14.417,0.005,33930.685 
20:01:41,14.424,0.001,6786.137 
20:01:48,14.431,0.001,6786.137 
20:01:53,14.456,0.005,33930.685 
20:02:00,14.463,0.001,6786.137 
20:02:05,14.468,0.001,6786.137 
20:02:12,14.496,0.004,27144.548 
20:02:18,14.502,0.001,6786.137 
20:02:24,14.508,0.001,6786.137 
20:02:29,14.513,0.001,6786.137 
20:02:34,14.538,0.005,33930.685 
20:02:40,14.544,0.001,6786.137 
20:02:45,14.549,0.001,6786.137 
20:02:50,14.559,0.002,13572.274 
20:02:56,14.565,0.001,6786.137 
20:03:01,14.57,0.001,6786.137 
20:03:07,14.582,0.002,13572.274 
20:03:12,14.592,0.002,13572.274 
20:03:19,14.571,-0.003,-20358.411 
20:03:24,14.576,0.001,6786.137 
20:03:29,14.581,0.001,6786.137 
20:03:34,14.586,0.001,6786.137 
20:03:40,14.598,0.002,13572.274 
20:03:47,14.605,0.001,6786.137 
20:03:53,14.611,0.001,6786.137 
20:03:59,14.629,0.003,20358.411 
20:04:05,14.659,0.005,33930.685 
20:04:11,14.665,0.001,6786.137 
20:04:16,14.67,0.001,6786.137 
20:04:23,14.663,-0.001,-6786.137 
20:04:29,14.681,0.003,20358.411 
20:04:35,14.675,-0.001,-6786.137 
20:04:40,14.695,0.004,27144.548 
20:04:47,14.709,0.002,13572.274 
20:04:54,14.744,0.005,33930.685 
20:05:01,14.751,0.001,6786.137 
20:05:06,14.761,0.002,13572.274 
20:05:11,14.756,-0.001,-6786.137 
20:05:16,14.761,0.001,6786.137 
20:05:22,14.767,0.001,6786.137 
20:05:28,14.785,0.003,20358.411 
20:05:34,14.791,0.001,6786.137 
20:05:40,14.797,0.001,6786.137 
20:05:46,14.803,0.001,6786.137 
20:05:51,14.788,-0.003,-20358.411 
20:05:56,14.793,0.001,6786.137 
20:06:02,14.799,0.001,6786.137 
20:06:08,14.805,0.001,6786.137 
20:06:14,14.817,0.002,13572.274 
20:06:19,14.807,-0.002,-13572.274 
20:06:24,14.832,0.005,33930.685 
20:06:31,14.818,-0.002,-13572.274 
20:06:38,14.825,0.001,6786.137 
20:06:43,14.83,0.001,6786.137 
20:06:49,14.86,0.005,33930.685 
20:06:56,14.867,0.001,6786.137 
20:07:03,14.902,0.005,33930.685 
20:07:10,14.909,0.001,6786.137 
20:07:15,14.929,0.004,27144.548 
20:07:22,14.95,0.003,20358.411 
20:07:29,14.957,0.001,6786.137 
20:07:36,14.964,0.001,6786.137 
20:07:42,14.97,0.001,6786.137 
20:07:48,14.994,0.004,27144.548 
20:07:53,15.004,0.002,13572.274 
20:07:58,15.024,0.004,27144.548 
20:08:05,15.031,0.001,6786.137 
20:08:11,15.061,0.005,33930.685 
20:08:17,15.043,-0.003,-20358.411 
20:08:23,15.073,0.005,33930.685 
20:08:29,15.079,0.001,6786.137 
20:08:35,15.091,0.002,13572.274 
20:08:41,15.097,0.001,6786.137 
20:08:46,15.102,0.001,6786.137 
20:08:51,15.107,0.001,6786.137 
20:08:56,15.112,0.001,6786.137 
20:09:02,15.124,0.002,13572.274 
20:09:08,15.13,0.001,6786.137 
20:09:14,15.136,0.001,6786.137 
20:09:19,15.141,0.001,6786.137 
20:09:25,15.147,0.001,6786.137 
20:09:32,15.154,0.001,6786.137 
20:09:39,15.161,0.001,6786.137 
20:09:44,15.176,0.003,20358.411 
20:09:49,15.181,0.001,6786.137 
20:09:56,15.188,0.001,6786.137 
20:10:03,15.167,-0.003,-20358.411 
20:10:09,15.197,0.005,33930.685 
20:10:14,15.217,0.004,27144.548 
20:10:21,15.224,0.001,6786.137 
20:10:26,15.229,0.001,6786.137 
20:10:31,15.254,0.005,33930.685 
20:10:36,15.259,0.001,6786.137 
20:10:43,15.245,-0.002,-13572.274 
20:10:49,15.251,0.001,6786.137 
20:10:54,15.241,-0.002,-13572.274 
20:11:01,15.248,0.001,6786.137 
20:11:07,15.254,0.001,6786.137 
20:11:14,15.268,0.002,13572.274 
20:11:21,15.275,0.001,6786.137 
20:11:27,15.263,-0.002,-13572.274 
20:11:34,15.27,0.001,6786.137 
20:11:40,15.276,0.001,6786.137 
20:11:47,15.297,0.003,20358.411 
20:11:52,15.307,0.002,13572.274 
20:11:59,15.314,0.001,6786.137 
20:12:04,15.319,0.001,6786.137 
20:12:10,15.337,0.003,20358.411 
